warehouse_id,warehouse_name,city,state,warehouse_type,capacity,internal_note
5173,WH-05173,New York,New York,Fulfillment Center,39413,INT-H2GCXW5
5174,WH-05174,Charlotte,North Carolina,Distribution Center,67072,INT-B0AGXT4
5175,WH-05175,Miami,Florida,Regional DC,65079,INT-8V5YUL7
5176,WH-05176,Denver,Colorado,Fulfillment Center,36177,INT-95DVQL4
5177,WH-05177,Los Angeles,California,Cross Dock,89042,INT-ROSTONJ
5178,WH-05178,Portland,Oregon,Distribution Center,47658,INT-S2S1DSF
5179,WH-05179,Dallas,Texas,Cross Dock,35560,INT-G7S0T1V
5180,WH-05180,Detroit,Michigan,Distribution Center,71034,INT-YL197D6
5181,WH-05181,Austin,Texas,Regional DC,84378,INT-BZ7W49Y
5182,WH-05182,Charlotte,North Carolina,Cross Dock,47676,INT-IR6MNA8
5183,WH-05183,Austin,Texas,Fulfillment Center,63199,INT-6ZOO2QC
5184,WH-05184,Atlanta,Georgia,Distribution Center,55257,INT-GZODBEV
5185,WH-05185,Houston,Texas,Distribution Center,83876,INT-SX0O2KF
5186,WH-05186,Los Angeles,California,Regional DC,65178,INT-MNOH3WF
5187,WH-05187,Portland,Oregon,Fulfillment Center,99749,INT-EUHSZ4J
5188,WH-05188,Atlanta,Georgia,Distribution Center,68973,INT-OK1XADH
5189,WH-05189,Houston,Texas,Fulfillment Center,56131,INT-XLQSZ3B
5190,WH-05190,Dallas,Texas,Fulfillment Center,11346,INT-8CSK8FQ
5191,WH-05191,Dallas,Texas,Fulfillment Center,36284,INT-WUWQLCO
5192,WH-05192,New York,New York,Cross Dock,44673,INT-0ARB1IA
5193,WH-05193,Los Angeles,California,Regional DC,26041,INT-STPAPR3
5194,WH-05194,Miami,Florida,Distribution Center,93318,INT-Z4YSRHV
5195,WH-05195,Chicago,Illinois,Distribution Center,17839,INT-DL3O9RZ
5196,WH-05196,New York,New York,Distribution Center,73045,INT-0F29N09
5197,WH-05197,Miami,Florida,Fulfillment Center,59831,INT-B5CX6WL
5198,WH-05198,Seattle,Washington,Fulfillment Center,94202,INT-R9B3U0S
5199,WH-05199,Portland,Oregon,Cross Dock,39797,INT-W103K1J
5200,WH-05200,New York,New York,Distribution Center,33998,INT-L188IJ2
5201,WH-05201,Atlanta,Georgia,Fulfillment Center,93910,INT-OQ03ZGY
5202,WH-05202,Charlotte,North Carolina,Distribution Center,88099,INT-FH3CP0P
5203,WH-05203,Austin,Texas,Regional DC,59499,INT-5UAQ1BC
5204,WH-05204,Atlanta,Georgia,Fulfillment Center,57404,INT-9TUJ9FD
5205,WH-05205,Miami,Florida,Distribution Center,57810,INT-DMC5T4M
5206,WH-05206,Atlanta,Georgia,Fulfillment Center,60483,INT-0BDTMK0
5207,WH-05207,Los Angeles,California,Regional DC,28812,INT-V52TM1Z
5208,WH-05208,New York,New York,Regional DC,97550,INT-G5XLL03
5209,WH-05209,Phoenix,Arizona,Distribution Center,63527,INT-A60CXJ2
5210,WH-05210,Phoenix,Arizona,Distribution Center,96157,INT-ZKCBBZV
5211,WH-05211,Chicago,Illinois,Regional DC,34255,INT-OLHBE3O
5212,WH-05212,Chicago,Illinois,Cross Dock,33529,INT-QT07DBT
5213,WH-05213,Phoenix,Arizona,Cross Dock,46674,INT-KNDMQ6N
5214,WH-05214,Houston,Texas,Distribution Center,96334,INT-NJ0JAZ6
5215,WH-05215,Dallas,Texas,Cross Dock,18629,INT-Z7WAG9K
5216,WH-05216,Atlanta,Georgia,Fulfillment Center,62728,INT-TEZW07H
5217,WH-05217,Denver,Colorado,Fulfillment Center,81167,INT-P7UDV9F
5218,WH-05218,Charlotte,North Carolina,Regional DC,47540,INT-BPG3TO3
5219,WH-05219,Detroit,Michigan,Cross Dock,26364,INT-C4Y8OR9
5220,WH-05220,New York,New York,Cross Dock,77123,INT-1S2ANRJ
5221,WH-05221,Charlotte,North Carolina,Distribution Center,52793,INT-P5BH045
5222,WH-05222,Houston,Texas,Cross Dock,90325,INT-B38GQI2
5223,WH-05223,Detroit,Michigan,Cross Dock,60168,INT-A9M0TZA
5224,WH-05224,Detroit,Michigan,Regional DC,90934,INT-TA3CXZS
5225,WH-05225,Detroit,Michigan,Fulfillment Center,96013,INT-1SAV0M2
5226,WH-05226,Seattle,Washington,Fulfillment Center,20427,INT-RDZ7RPN
5227,WH-05227,Boston,Massachusetts,Cross Dock,68932,INT-QDQMJ9D
5228,WH-05228,Chicago,Illinois,Distribution Center,65719,INT-9DD7TEA
5229,WH-05229,Dallas,Texas,Cross Dock,50850,INT-5TQFQWH
5230,WH-05230,Atlanta,Georgia,Cross Dock,6360,INT-A1HXU1W
5231,WH-05231,Chicago,Illinois,Regional DC,82264,INT-V65Z07G
5232,WH-05232,Los Angeles,California,Distribution Center,16121,INT-DYRZDHC
5233,WH-05233,Boston,Massachusetts,Distribution Center,5400,INT-UWTEU30
5234,WH-05234,Chicago,Illinois,Cross Dock,99541,INT-FAODQH0
5235,WH-05235,Denver,Colorado,Fulfillment Center,6249,INT-HWWMDOZ
5236,WH-05236,New York,New York,Distribution Center,33071,INT-TMNT92G
5237,WH-05237,Houston,Texas,Distribution Center,18383,INT-7B4XQUC
5238,WH-05238,New York,New York,Regional DC,23212,INT-JV6WBHK
5239,WH-05239,New York,New York,Cross Dock,19993,INT-ZF7RV8P
5240,WH-05240,Austin,Texas,Fulfillment Center,95419,INT-5TN75PX
5241,WH-05241,Seattle,Washington,Cross Dock,73958,INT-JIOYKYC
5242,WH-05242,Houston,Texas,Cross Dock,94877,INT-E9NNMHW
5243,WH-05243,Miami,Florida,Fulfillment Center,42762,INT-4NJOS1O
5244,WH-05244,New York,New York,Fulfillment Center,28829,INT-SMTW6NB
5245,WH-05245,Phoenix,Arizona,Regional DC,29489,INT-ZEYLCLU
5246,WH-05246,Chicago,Illinois,Cross Dock,93718,INT-51MPC88
5247,WH-05247,Seattle,Washington,Cross Dock,34630,INT-HY73VPW
5248,WH-05248,Phoenix,Arizona,Regional DC,27961,INT-DY9WU07
5249,WH-05249,Atlanta,Georgia,Cross Dock,53515,INT-ZZ5AO45
5250,WH-05250,Denver,Colorado,Distribution Center,16500,INT-N9GIXAQ
5251,WH-05251,Austin,Texas,Cross Dock,18633,INT-3OUNKEX
5252,WH-05252,Charlotte,North Carolina,Fulfillment Center,40351,INT-99OOJLZ
5253,WH-05253,Houston,Texas,Fulfillment Center,23094,INT-1QG8DY5
5254,WH-05254,Dallas,Texas,Distribution Center,71971,INT-83YPFG8
5255,WH-05255,Austin,Texas,Distribution Center,81932,INT-DV120U4
5256,WH-05256,Denver,Colorado,Fulfillment Center,75411,INT-K8HRH0D
5257,WH-05257,Chicago,Illinois,Cross Dock,86635,INT-VFKGMWI
5258,WH-05258,Boston,Massachusetts,Fulfillment Center,70293,INT-9NX1945
5259,WH-05259,Austin,Texas,Regional DC,33677,INT-TFCJ4MU
5260,WH-05260,Los Angeles,California,Distribution Center,52555,INT-UWRKDR2
5261,WH-05261,Houston,Texas,Regional DC,67666,INT-9XD8ABI
5262,WH-05262,Chicago,Illinois,Cross Dock,56439,INT-XN48PUV
5263,WH-05263,Phoenix,Arizona,Distribution Center,59147,INT-8U638ID
5264,WH-05264,Boston,Massachusetts,Distribution Center,31723,INT-BSWGNB2
5265,WH-05265,Houston,Texas,Cross Dock,46168,INT-32P2L24
5266,WH-05266,Boston,Massachusetts,Fulfillment Center,29817,INT-IVQ5KSO
5267,WH-05267,Phoenix,Arizona,Fulfillment Center,24216,INT-XYZAQB7
5268,WH-05268,Boston,Massachusetts,Distribution Center,91416,INT-FACNB4X
5269,WH-05269,Charlotte,North Carolina,Distribution Center,17626,INT-3BAXGQK
5270,WH-05270,Dallas,Texas,Distribution Center,9999999,INT-CARTGVY
5271,WH-05271,Detroit,Michigan,Regional DC,78924,INT-I3L4JW9
5272,WH-05272,Dallas,Texas,Fulfillment Center,69686,INT-O3ZPQ0I
5273,WH-05273,New York,New York,Regional DC,14487,INT-NXOKT6V
5274,WH-05274,Atlanta,Georgia,Regional DC,47085,INT-3RSZ9BJ
5275,WH-05275,Detroit,Michigan,Cross Dock,84870,INT-32LHVJH
5276,WH-05276,Austin,Texas,Fulfillment Center,92321,INT-AK2HB73
5277,WH-05277,Dallas,Texas,Distribution Center,33871,INT-WM0IVFB
5278,WH-05278,New York,New York,Distribution Center,81451,INT-JV8R67H
5279,WH-05279,Austin,Texas,Cross Dock,87329,INT-36HWBN8
5280,WH-05280,Dallas,Texas,Regional DC,39457,INT-KVNGBXG
5281,WH-05281,Portland,Oregon,Fulfillment Center,22700,INT-8NY0GVV
5282,WH-05282,Austin,Texas,Regional DC,28527,INT-FUOI0L7
5283,WH-05283,New York,New York,Distribution Center,56751,INT-EC50IIR
5284,WH-05284,Denver,Colorado,Distribution Center,10027,INT-3N4YGJZ
5285,WH-05285,Denver,Colorado,Regional DC,83276,INT-3RJNM40
5286,WH-05286,Charlotte,North Carolina,Fulfillment Center,64609,INT-JP5GJBJ
5287,WH-05287,Chicago,Illinois,Fulfillment Center,99667,INT-EIC8JF6
5288,WH-05288,Charlotte,North Carolina,Distribution Center,25326,INT-H5OJH6C
5289,WH-05289,Atlanta,Georgia,Distribution Center,42205,INT-BBJLFDQ
5290,WH-05290,Miami,Florida,Distribution Center,74248,INT-T3HRXRR
5291,WH-05291,Austin,Texas,Fulfillment Center,28899,INT-DMHQH9L
5292,WH-05292,Denver,Colorado,Fulfillment Center,50952,INT-JZCMTAQ
5293,WH-05293,Denver,Colorado,Regional DC,51500,INT-LUXPGL2
5294,WH-05294,New York,New York,Fulfillment Center,71036,INT-SWEM1WJ
5295,WH-05295,Portland,Oregon,Regional DC,5619,INT-X7T8QX9
5296,WH-05296,Austin,Texas,Cross Dock,40802,INT-VS5QGYK
5297,WH-05297,Portland,Oregon,Cross Dock,9261,INT-GO7CGP9
5298,WH-05298,Chicago,Illinois,Regional DC,92570,INT-GHGJFVZ
5299,WH-05299,Seattle,Washington,Distribution Center,28552,INT-MIMUM04
5300,WH-05300,Detroit,Michigan,Distribution Center,67818,INT-HSEB8WY
5301,WH-05301,,Unknown,Regional DC,5099,INT-9NM07KQ
5302,WH-05302,Atlanta,Georgia,Distribution Center,40290,INT-L3F44QI
5303,WH-05303,Chicago,Illinois,Distribution Center,51479,INT-0VKO73M
5304,WH-05304,Phoenix,Arizona,Fulfillment Center,71277,INT-VC78JUV
5305,WH-05305,Boston,Massachusetts,Regional DC,30084,INT-58GXAF2
5306,WH-05306,Phoenix,Arizona,Distribution Center,37867,INT-YX87KO9
5307,WH-05307,Detroit,Michigan,Regional DC,72831,INT-R1I5W94
5308,WH-05308,Denver,Colorado,Distribution Center,28087,INT-HDSHO1Q
5309,WH-05309,Austin,Texas,Cross Dock,80066,INT-O6ZWPMK
5310,WH-05310,Los angeles,Unknown,Fulfillment Center,24804,INT-WZGO82S
5311,WH-05311,Chicago,Illinois,Regional DC,41279,INT-V5C6A7P
5312,WH-05312,Seattle,Washington,Fulfillment Center,22910,INT-E2FN1I7
5313,WH-05313,Atlanta,Georgia,Distribution Center,83732,INT-EL32L59
5314,WH-05314,Miami,Florida,Regional DC,83387,INT-HSB7WLC
5315,WH-05315,New York,New York,Cross Dock,47379,INT-IK6GPZ3
5316,WH-05316,Atlanta,Georgia,Distribution Center,23731,INT-0UVGLQ4
5317,WH-05317,Charlotte,North Carolina,Distribution Center,45453,INT-Q9IDDQG
5318,WH-05318,Los Angeles,California,Cross Dock,55261,INT-NKR6GHK
5319,WH-05319,Seattle,Washington,Fulfillment Center,8932,INT-G0MXKJ3
5320,WH-05320,Detroit,Michigan,Regional DC,81054,INT-I0DRRP9
5321,WH-05321,Phoenix,Arizona,Regional DC,78250,INT-ERXDXRU
5322,WH-05322,Atlanta,Georgia,Cross Dock,40260,INT-AY8DFEW
5323,WH-05323,Miami,Florida,Distribution Center,34366,INT-2QRL9OS
5324,WH-05324,Denver,Colorado,Cross Dock,92354,INT-VHZW56B
5325,WH-05325,Charlotte,North Carolina,Regional DC,58169,INT-9SUIXB2
5326,WH-05326,Atlanta,Georgia,Regional DC,17863,INT-HCLNZUV
5327,WH-05327,Phoenix,Arizona,Distribution Center,89027,INT-BIFTZQW
5328,WH-05328,Los Angeles,California,Cross Dock,48222,INT-X9JVFVI
5329,WH-05329,New York,New York,Distribution Center,63200,INT-83XC7N2
5330,WH-05330,Los Angeles,California,Regional DC,43949,INT-1I4LUXB
5331,WH-05331,Atlanta,Georgia,Cross Dock,35126,INT-5ZDYTOT
5332,WH-05332,Phoenix,Arizona,Regional DC,33984,INT-LR2EYDV
5333,WH-05333,Denver,Colorado,Distribution Center,65446,INT-UKZRTU3
5334,WH-05334,New York,New York,Regional DC,32452,INT-B5L8G8L
5335,WH-05335,Boston,Massachusetts,Distribution Center,55346,INT-3VUMM79
5336,WH-05336,Atlanta,Georgia,Distribution Center,57438,INT-H2XVNLL
5337,WH-05337,New York,New York,Regional DC,19461,INT-TLC0EHY
5338,WH-05338,Seattle,Washington,Regional DC,38624,INT-8F6AP41
5339,WH-05339,Denver,Colorado,Cross Dock,99836,INT-CVZQ5E2
5340,WH-05340,Dallas,Texas,Cross Dock,22774,INT-8YNL4W9
5341,WH-05341,Atlanta,Georgia,Cross Dock,63476,INT-YDB0N8M
5342,WH-05342,Chicago,Illinois,Distribution Center,85555,INT-1N10M1Z
5343,WH-05343,Atlanta,Georgia,Cross Dock,82007,INT-PWWAL9T
5344,WH-05344,Miami,Florida,Cross Dock,36564,INT-S4F0FU8
5345,WH-05345,Charlotte,North Carolina,Regional DC,83616,INT-WMXDQRZ
5346,WH-05346,Chicago,Illinois,Cross Dock,55272,INT-KL4SEFN
5347,WH-05347,Houston,Texas,Cross Dock,80613,INT-NRIC98Z
5348,WH-05348,Miami,Florida,Regional DC,56585,INT-3I4K9OE
5349,WH-05349,Atlanta,Georgia,Distribution Center,9983,INT-FVDTXB8
5350,WH-05350,Seattle,Washington,Distribution Center,75987,INT-WWOFGG7
5351,WH-05351,Detroit,Michigan,Regional DC,80779,INT-TBDZJXR
5352,WH-05352,Miami,Florida,Distribution Center,47775,INT-KFHMLGT
5353,WH-05353,Los Angeles,California,Distribution Center,81850,INT-DJWP88M
5354,WH-05354,New York,New York,Distribution Center,97210,INT-P7FL3Q6
5355,WH-05355,Boston,Massachusetts,Cross Dock,38350,INT-3QKBJAO
5356,WH-05356,Charlotte,North Carolina,Fulfillment Center,46986,INT-IXG3JUQ
5357,WH-05357,Seattle,Washington,Cross Dock,75161,INT-71932QG
5358,WH-05358,Austin,Texas,Distribution Center,90390,INT-EKYH1Z6
5359,WH-05359,Denver,Colorado,Fulfillment Center,29654,INT-SN2ZG0F
5360,WH-05360,Denver,Colorado,Cross Dock,12630,INT-65844BW
5361,WH-05361,Los Angeles,California,Distribution Center,10327,INT-D5J177I
5362,WH-05362,Denver,Colorado,Cross Dock,50753,INT-UTOH9JA
5363,WH-05363,Portland,Oregon,Cross Dock,12830,INT-59KHSFY
5364,WH-05364,Chicago,Illinois,Cross Dock,94649,INT-ULYVYSL
5365,WH-05365,Dallas,Texas,Distribution Center,8367,INT-DWCOLIA
5366,WH-05366,New York,New York,Cross Dock,69679,INT-30K8BK2
5367,WH-05367,Portland,Oregon,Cross Dock,67659,INT-VQ07T2X
5368,WH-05368,Denver,Colorado,Cross Dock,72048,INT-AOPA94T
5369,WH-05369,Charlotte,North Carolina,Cross Dock,5825,INT-S7J0HVW
5370,WH-05370,Denver,Colorado,Distribution Center,40556,INT-J2X89RR
5371,WH-05371,Portland,Oregon,Cross Dock,97546,INT-118S5UX
5372,WH-05372,Houston,Texas,Distribution Center,47020,INT-GB57H8A
5373,WH-05373,Charlotte,North Carolina,Distribution Center,21077,INT-R38ZICJ
5374,WH-05374,Miami,Florida,Distribution Center,27311,INT-YW30XDH
5375,WH-05375,Austin,Texas,Cross Dock,15899,INT-VV1HQKB
5376,WH-05376,Chicago,Illinois,Fulfillment Center,63151,INT-3H7E0ZK
5377,WH-05377,Miami,Florida,Cross Dock,5,INT-GCQ9B5U
5378,WH-05378,Portland,Oregon,Fulfillment Center,88567,INT-IJMR6MD
5379,WH-05379,Miami,Florida,Regional DC,39854,INT-7AMR3JZ
5380,WH-05380,Miami,Florida,Cross Dock,35712,INT-CY97Q93
5381,WH-05381,Atlanta,Georgia,Regional DC,49043,INT-0YL8WVF
5382,WH-05382,Detroit,Michigan,Fulfillment Center,97270,INT-IS2YRQE
5383,WH-05383,Dallas,Texas,Cross Dock,59819,INT-JE0KZMC
5384,WH-05384,Los Angeles,California,Regional DC,25781,INT-LJYDYG8
5385,WH-05385,Portland,Oregon,Fulfillment Center,31304,INT-P4NZ8LZ
5386,WH-05386,Charlotte,North Carolina,Cross Dock,28887,INT-CQ46CGN
5387,WH-05387,Austin,Texas,Regional DC,19608,INT-3MRU5GA
5388,WH-05388,Portland,Oregon,Regional DC,92967,INT-49DCHX4
5389,WH-05389,Charlotte,North Carolina,Cross Dock,95822,INT-RRXPLY6
5390,WH-05390,Houston,Texas,Fulfillment Center,18917,INT-KIFBQA4
5391,WH-05391,Phoenix,Arizona,Fulfillment Center,53818,INT-3UPBA0C
5392,WH-05392,Miami,Florida,Fulfillment Center,67858,INT-AH441EK
5393,WH-05393,Atlanta,Georgia,Cross Dock,85644,INT-E1URRKP
5394,WH-05394,Charlotte,North Carolina,Cross Dock,83770,INT-0APK2XR
5395,WH-05395,Denver,Colorado,Regional DC,53077,INT-A404OJ7
5396,WH-05396,Chicago,Illinois,Cross Dock,60915,INT-NY6RHQR
5397,WH-05397,Portland,Oregon,Cross Dock,88811,INT-W6P8MQM
5398,WH-05398,Boston,Massachusetts,Regional DC,98441,INT-35MLMA4
5399,WH-05399,New York,New York,Distribution Center,81721,INT-2XXGS49
5400,WH-05400,Portland,Oregon,Cross Dock,32530,INT-93PGEW4
5401,WH-05401,Chicago,Illinois,Cross Dock,39506,INT-T6D1PFL
5402,WH-05402,Phoenix,Arizona,Cross Dock,7166,INT-FUGQ1R5
5403,WH-05403,New York,New York,Regional DC,43366,INT-8V6TW1F
5404,WH-05404,Phoenix,Arizona,Fulfillment Center,80723,INT-6ZU9S80
5405,WH-05405,Austin,Texas,Cross Dock,52049,INT-AKXPWHF
5406,WH-05406,Dallas,Texas,Regional DC,82208,INT-FOSRK3O
5407,WH-05407,Portland,Oregon,Distribution Center,83169,INT-AGQSJY1
5408,WH-05408,Boston,Massachusetts,Distribution Center,72938,INT-EZR81T2
5409,WH-05409,Miami,Florida,Fulfillment Center,23682,INT-KBG8BZS
5410,WH-05410,Denver,Colorado,Fulfillment Center,33453,INT-XJ5COGX
5411,WH-05411,Miami,Florida,Distribution Center,48448,INT-V0Z9NJP
5412,WH-05412,Detroit,Michigan,Distribution Center,38360,INT-5ZNBCVA
5413,WH-05413,Portland,Oregon,Cross Dock,96570,INT-MSFXKM4
5414,WH-05414,Denver,Colorado,Cross Dock,50739,INT-YL91U17
5415,WH-05415,Detroit,Michigan,Cross Dock,38883,INT-9N9MD9O
5416,WH-05416,Dallas,Texas,Regional DC,65007,INT-PPKNZZ6
5417,WH-05417,Denver,Colorado,Regional DC,47757,INT-TIUQGS2
5418,WH-05418,New York,New York,Fulfillment Center,17175,INT-4A0Q3DS
5419,WH-05419,Seattle,Washington,Distribution Center,68659,INT-X5IR93D
5420,WH-05420,Miami,Florida,Fulfillment Center,31877,INT-I9WZ470
5421,WH-05421,Detroit,Michigan,Cross Dock,82656,INT-XBMETHV
5422,WH-05422,Atlanta,Georgia,Regional DC,82610,INT-4B5YQRE
5423,WH-05423,Portland,Oregon,Cross Dock,76254,INT-QR23NL8
5424,WH-05424,Atlanta,Georgia,Distribution Center,79989,INT-V3L2AC1
5425,WH-05425,Phoenix,Arizona,Distribution Center,87606,INT-G2FDDNZ
5426,WH-05426,Seattle,Washington,Cross Dock,12602,INT-TRXXTBW
5427,WH-05427,Atlanta,Georgia,Fulfillment Center,11397,INT-TNYV6BF
5428,WH-05428,Phoenix,Arizona,Regional DC,56394,INT-R4PTRX8
5429,WH-05429,Charlotte,North Carolina,Distribution Center,48594,INT-UQK3SU5
5430,WH-05430,Atlanta,Georgia,Regional DC,6638,INT-2PSRHBH
5431,WH-05431,Phoenix,Arizona,Cross Dock,13779,INT-0QEZLYS
5432,WH-05432,Seattle,Washington,Distribution Center,53074,INT-DQDLNO9
5433,WH-05433,Denver,Colorado,Fulfillment Center,60388,INT-UTBHSM4
5434,WH-05434,Seattle,Washington,Fulfillment Center,47877,INT-1K886JC
5435,WH-05435,Phoenix,Arizona,Cross Dock,11733,INT-H60H39W
5436,WH-05436,Dallas,Texas,Regional DC,31156,INT-9Z7PMMD
5437,WH-05437,Houston,Texas,Fulfillment Center,77534,INT-AA07LL8
5438,WH-05438,Portland,Oregon,Cross Dock,48506,INT-482PLEO
5439,WH-05439,Atlanta,Georgia,Regional DC,37213,INT-1H0W4U4
5440,WH-05440,Austin,Texas,Fulfillment Center,56970,INT-YJ41UTO
5441,WH-05441,Seattle,Washington,Fulfillment Center,11348,INT-K91KMWA
5442,WH-05442,Los Angeles,California,Regional DC,54083,INT-17WA12C
5443,WH-05443,Seattle,Washington,Regional DC,56540,INT-MBJAU5F
5444,WH-05444,Boston,Massachusetts,Cross Dock,33982,INT-UQIW5XZ
5445,WH-05445,Atlanta,Georgia,Fulfillment Center,14123,INT-SNDQFPA
5446,WH-05446,Charlotte,North Carolina,Fulfillment Center,8331,INT-0TJGMNY
5447,WH-05447,Detroit,Michigan,Distribution Center,32584,INT-NMT7XCS
5448,WH-05448,Charlotte,North Carolina,Regional DC,54444,INT-3VJWPZD
5449,WH-05449,Phoenix,Arizona,Regional DC,86258,INT-PIOVFDQ
5450,WH-05450,Seattle,Washington,Cross Dock,85234,INT-8EOXFFV
5451,WH-05451,Portland,Oregon,Regional DC,49328,INT-B0C91WO
5452,WH-05452,Miami,Florida,Regional DC,75816,INT-N8EEJIY
5453,WH-05453,Dallas,Texas,Fulfillment Center,9688,INT-Q1ZBLK6
5454,WH-05454,Atlanta,Georgia,Distribution Center,77870,INT-ZFN9CO2
5455,WH-05455,Atlanta,Georgia,Cross Dock,41476,INT-CPO5KGR
5456,WH-05456,Boston,Massachusetts,Fulfillment Center,47086,INT-OE19Z95
5457,WH-05457,Charlotte,North Carolina,Distribution Center,19301,INT-NQGBW1U
5458,WH-05458,Los Angeles,California,Cross Dock,68636,INT-LN4WDJ0
5459,WH-05459,Atlanta,Georgia,Cross Dock,73875,INT-T6GXHXE
5460,WH-05460,Detroit,Michigan,Distribution Center,58476,INT-JF7JKF8
5461,WH-05461,Los Angeles,California,Distribution Center,84134,INT-3GQIAP0
5462,WH-05462,Portland,Oregon,Fulfillment Center,76184,INT-H8WXYG5
5463,WH-05463,Houston,Texas,Distribution Center,12756,INT-A790WME
5464,WH-05464,Los Angeles,California,Regional DC,7429,INT-1C1V5E2
5465,WH-05465,Austin,Texas,Fulfillment Center,5013,INT-VOLXKLM
5466,WH-05466,CHICAGO,Unknown,Regional DC,91120,INT-KYL4ZYW
5467,WH-05467,Atlanta,Georgia,Cross Dock,77130,INT-2T0D9F2
5468,WH-05468,,Unknown,Regional DC,32791,INT-0VBRUYP
5469,WH-05469,Denver,Colorado,Cross Dock,48015,INT-0JM1H0J
5470,WH-05470,New York,New York,Distribution Center,60259,INT-8E50OV3
5471,WH-05471,Dallas,Texas,Distribution Center,39744,INT-JWPALFS
5472,WH-05472,Seattle,Washington,Regional DC,22776,INT-ALHPRO4
5473,WH-05473,Phoenix,Arizona,Cross Dock,10266,INT-8D3B4MH
5474,WH-05474,Boston,Massachusetts,Regional DC,80609,INT-WOCEGEN
5475,WH-05475,Dallas,Texas,Fulfillment Center,21667,INT-27AG5BX
5476,WH-05476,,Unknown,Distribution Center,83246,INT-PCVDQON
5477,WH-05477,Austin,Texas,Regional DC,12946,INT-953ASWA
5478,WH-05478,Austin,Texas,Cross Dock,56360,INT-8YI24K6
5479,WH-05479,Portland,Oregon,Fulfillment Center,46566,INT-UGKBPIO
5480,WH-05480,Portland,Oregon,Fulfillment Center,72665,INT-AOI86G6
5481,WH-05481,Atlanta,Georgia,Distribution Center,60830,INT-TP8B9BY
5482,WH-05482,Charlotte,North Carolina,Distribution Center,80292,INT-TNDHMZB
5483,WH-05483,Detroit,Michigan,Fulfillment Center,85743,INT-RKY2UYT
5484,WH-05484,,Unknown,Distribution Center,22800,INT-1T8L62S
5485,WH-05485,New York,New York,Cross Dock,93294,INT-49ZPCMD
5486,WH-05486,Charlotte,North Carolina,Cross Dock,78474,INT-CIOTGFV
5487,WH-05487,Seattle,Washington,Cross Dock,90080,INT-GU1ML6B
5488,WH-05488,Atlanta,Georgia,Regional DC,57436,INT-1WZFP52
5489,WH-05489,,Unknown,Regional DC,7092,INT-TI6TZCH
5490,WH-05490,Miami,Florida,Cross Dock,9210,INT-USQMPI8
5491,WH-05491,Denver,Colorado,Regional DC,41313,INT-VDG8693
5492,WH-05492,Detroit,Michigan,Distribution Center,92653,INT-D1KCGC5
5493,WH-05493,Seattle,Washington,Cross Dock,43501,INT-C80M7NF
5494,WH-05494,Los Angeles,California,Cross Dock,94268,INT-O8G6132
5495,WH-05495,Atlanta,Georgia,Regional DC,66489,INT-AB7Y7UR
5496,WH-05496,New York,New York,Distribution Center,17082,INT-A413LSU
5497,WH-05497,Detroit,Michigan,Cross Dock,18514,INT-YG3FJ34
5498,WH-05498,Boston,Massachusetts,Fulfillment Center,69718,INT-4NF5AAY
5499,WH-05499,New York,New York,Regional DC,67522,INT-MSGO71G
5500,WH-05500,Atlanta,Georgia,Fulfillment Center,26619,INT-FOOZQDC
5501,WH-05501,Houston,Texas,Cross Dock,99267,INT-79Y2UJZ
5502,WH-05502,Denver,Colorado,Cross Dock,90544,INT-YER8FO6
5503,WH-05503,Chicago,Illinois,Cross Dock,24276,INT-PN9YNFB
5504,WH-05504,Chicago,Illinois,Cross Dock,83720,INT-VOQ87DM
5505,WH-05505,New York,New York,Fulfillment Center,46584,INT-9MYPU9K
5506,WH-05506,Atlanta,Georgia,Cross Dock,33637,INT-SPANZHE
5507,WH-05507,Charlotte,North Carolina,Distribution Center,41389,INT-0XAPTC5
5508,WH-05508,New York,New York,Fulfillment Center,7237,INT-KCPZH47
5509,WH-05509,New York,New York,Cross Dock,84390,INT-66B0337
5510,WH-05510,Charlotte,North Carolina,Cross Dock,96160,INT-XRR7WD0
5511,WH-05511,Denver,Colorado,Regional DC,46260,INT-90PQCFO
5512,WH-05512,Phoenix,Arizona,Regional DC,91705,INT-IQIVYMB
5513,WH-05513,Denver,Colorado,Fulfillment Center,87558,INT-GJ5USVR
5514,WH-05514,Seattle,Washington,Distribution Center,88467,INT-LG24N2V
5515,WH-05515,Seattle,Washington,Distribution Center,88060,INT-S8YI0ZU
